ClientId,Target,Risk,Company,Org,Age,Truck,Car,TypeActivity,Assets,Department,Size
701,1,1,УНИКУМ ТАГИЛ,Общества с ограниченной ответственностью,18.0,1,0,Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах,227.525,Челябинская область,Средние предприятия
702,1,1,УРАЛСАНТЕХСЕРВИС,Акционерные общества,35.0,0,0,"Производство санитарно-технических работ, монтаж отопительных систем и систем кондиционирования воздуха",26.2875,Санкт-Петербург,Малые предприятия
703,0,3,КОМПАНИЯ СОТНЯ,Общества с ограниченной ответственностью,18.0,0,1,Торговля оптовая прочими бытовыми товарами,14.4542,Новосибирская область,Средние предприятия
704,0,3,НЬЮ ВИНД,Акционерные общества,25.0,0,0,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",7.7417,Томская область,Крупные предприятия
705,0,3,МЕТАЛЛИЧЕСКАЯ МЕБЕЛЬ,Акционерные общества,26.0,1,0,Торговля оптовая бытовой мебелью,7.8542,Томская область,Малые предприятия
706,0,2,АЗИМУТ-ФИШ,Акционерные общества,39.0,0,0,"Торговля оптовая прочими пищевыми продуктами, включая рыбу, ракообразных и моллюсков",26.0,Ярославская область,Малые предприятия
707,1,2,КАМАЗ ЦЕНТР ЕКАТЕРИНБУРГ,Общества с ограниченной ответственностью,45.0,0,0,Торговля прочими автотранспортными средствами,13.5,Санкт-Петербург,Малые предприятия
708,1,1,РИТЕЙЛ,Акционерные общества,42.0,0,0,Торговля розничная прочая в неспециализированных магазинах,26.2875,,Малые предприятия
709,1,1,АВТОЦЕНТР УНИКУМ,Общества с ограниченной ответственностью,22.0,0,0,Торговля легковыми автомобилями и грузовыми автомобилями малой грузоподъемности,151.55,Свердловская область,Малые предприятия
710,1,3,ПАКПРОФИ,Акционерные общества,,1,1,Торговля оптовая неспециализированная,15.2458,Ивановская область,Средние предприятия
711,1,1,КОМБИНАТ ОБЩЕСТВЕННОГО ПИТАНИЯ,Общества с ограниченной ответственностью,24.0,0,0,Деятельность ресторанов и услуги по доставке продуктов питания,49.5042,Новосибирская область,Средние предприятия
712,0,1,ЭНЕРГОАУДИТ,Акционерные общества,,0,0,Строительство жилых и нежилых зданий,26.55,Челябинская область,Малые предприятия
713,1,1,ИКЦ ПРОМБЕЗОПАСНОСТЬ,Акционерные общества,48.0,1,0,Торговля оптовая одеждой и обувью,52.0,Тюменская область,Малые предприятия
714,0,3,ИТ-ПРАЙМ,Акционерные общества,29.0,0,0,Торговля оптовая прочей офисной техникой и оборудованием,9.4833,Тюменская область,Малые предприятия
715,0,2,УТК-СТАЛЬ,Акционерные общества,52.0,0,0,Торговля оптовая неспециализированная,13.0,,Малые предприятия
716,0,3,СЛИТМАСТЕР,Акционерные общества,19.0,0,0,Торговля оптовая неспециализированная,7.65,Краснодарский край,Малые предприятия
717,1,1,УМЭ,Общества с ограниченной ответственностью,38.0,0,0,Торговля оптовая фармацевтической продукцией,227.525,Кемеровская область,Средние предприятия
718,1,2,ФУДТРЕЙД,Общества с ограниченной ответственностью,27.0,0,0,"Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах",10.5,Кемеровская область,Малые предприятия
719,0,3,УРАЛПЛИТ,Акционерные общества,,0,0,Торговля оптовая неспециализированная,15.5,Ивановская область,Крупные предприятия
720,0,3,ФЕНИКС-М,Акционерные общества,33.0,0,0,"Производство стальных труб, полых профилей и фитингов",7.775,Кемеровская область,Малые предприятия
721,1,2,УРАЛМЕДСЕРВИС МК,Общества с ограниченной ответственностью,6.0,0,1,Торговля оптовая фармацевтической продукцией,33.0,Московская область,Малые предприятия
722,0,3,СК ПРОФ-ИНДУСТРИЯ,Акционерные общества,17.0,1,0,Строительство жилых и нежилых зданий,7.0542,Тюменская область,Малые предприятия
723,0,2,ДАЧНЫЙ ЭКСПЕРТ,Акционерные общества,34.0,0,0,Торговля оптовая неспециализированная,13.0,Новосибирская область,Малые предприятия
724,0,2,ВТОРМЕТУРАЛ,Акционерные общества,50.0,0,0,Обработка отходов и лома черных металлов,13.0,Омская область,Малые предприятия
725,1,1,ЮНИВЕСТ-СТРОЙ,Акционерные общества,27.0,1,0,Строительство жилых и нежилых зданий,53.1,,Малые предприятия
726,0,3,УЗКЛ,Акционерные общества,20.0,0,0,Производство резиновых изделий,8.6625,Краснодарский край,Малые предприятия
727,1,2,УЗМО,Общества с ограниченной ответственностью,30.0,3,0,"Производство строительных металлических конструкций, изделий и их частей",21.0,Москва,Малые предприятия
728,1,3,СТЕЛЛА,Общества с ограниченной ответственностью,,0,0,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",7.7375,Москва,Крупные предприятия
729,0,2,МЕД-ОРТО,Акционерные общества,25.0,1,0,Торговля оптовая фармацевтической продукцией,26.0,Алтайский край,Малые предприятия
730,0,3,УРАЛПЛАСТ,Общества с ограниченной ответственностью,25.0,1,0,Производство прочих химических органических основных веществ,7.925,Краснодарский край,Малые предприятия
731,1,1,СТРОЙПЛАТФОРМА,Общества с ограниченной ответственностью,29.0,0,0,Торговля оптовая неспециализированная,211.3375,Нижегородская область,Малые предприятия
732,0,3,ПЕРЕСТРОЙКА,Акционерные общества,11.0,0,0,Разборка и снос зданий,18.7875,Алтайский край,Средние предприятия
733,0,2,СВ-МАРКЕТ,Акционерные общества,,0,0,Торговля оптовая кормами для домашних животных,0.0,Красноярский край,Малые предприятия
734,0,2,ЭЛИТКОМ-УРАЛ,Акционерные общества,23.0,0,0,Литье чугуна,13.0,Новосибирская область,Малые предприятия
735,0,2,ТОП ТЕХНОЛОГИИ УРАЛА,Акционерные общества,23.0,0,0,Строительство жилых и нежилых зданий,13.0,Свердловская область,Малые предприятия
736,0,3,СМС,Акционерные общества,28.5,0,0,Торговля оптовая неспециализированная,16.1,Новосибирская область,Малые предприятия
737,0,3,КОРВЕТ,Общества с ограниченной ответственностью,48.0,1,3,Производство изделий из проволоки и пружин,34.375,Новосибирская область,Малые предприятия
738,1,1,КОМПАНИЯ ДИАГНОСТИКА,Акционерные общества,35.0,0,0,"Торговля оптовая изделиями, применяемыми в медицинских целях",512.3292,Новосибирская область,Средние предприятия
739,0,3,АРКОС-СТРОЙ,Акционерные общества,,0,0,"Производство санитарно-технических работ, монтаж отопительных систем и систем кондиционирования воздуха",7.8958,Алтайский край,Малые предприятия
740,0,3,УРАЛМЕТ,Акционерные общества,,0,0,Торговля оптовая металлами и металлическими рудами,7.8958,Новосибирская область,Малые предприятия
741,1,1,ЖБИ-ФОРТ,Акционерные общества,,0,0,Производство изделий из бетона для использования в строительстве,30.0,Алтайский край,Малые предприятия
742,0,1,ИПС СВЕРДЛОВСКАЯ,Акционерные общества,36.0,1,0,Разведение сельскохозяйственной птицы,78.85,Челябинская область,Малые предприятия
743,1,1,СПЕЦПОДЗЕМСТРОЙ,Общества с ограниченной ответственностью,21.0,2,2,Разборка и снос зданий,262.375,Калужская область,Средние предприятия
744,0,3,ТЕХНО-СПЛАВ,Акционерные общества,24.0,1,0,Торговля оптовая металлами и металлическими рудами,16.1,Тюменская область,Малые предприятия
745,1,3,ОЭМЗ ЭЛЕКТРИК,Акционерные общества,31.0,0,0,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",7.925,Алтайский край,Малые предприятия
746,0,1,МСК-СТ,Акционерные общества,70.0,1,1,Деятельность агентов по оптовой торговле лесоматериалами и строительными материалами,71.0,Москва,Малые предприятия
747,0,3,РАЙВАЛ,Акционерные общества,16.0,1,1,Производство прочих комплектующих и принадлежностей для автотранспортных средств,20.25,Краснодарский край,Малые предприятия
748,1,2,ЗАВОД ППД,Общества с ограниченной ответственностью,30.0,0,0,"Производство готовых кормов для животных, содержащихся на фермах",13.0,Калужская область,Малые предприятия
749,0,1,ТД АЛЬСКОМ,Акционерные общества,19.0,1,0,Торговля оптовая металлами и металлическими рудами,53.1,Московская область,Малые предприятия
750,0,3,ТПК СТРОЙМЕХАНИЗАЦИЯ,Акционерные общества,31.0,0,0,"Подготовка участка к разработке и добыче полезных ископаемых, за исключением нефтяных и газовых участков",7.75,Свердловская область,Крупные предприятия
751,1,2,РЕГИОНТРАНСНЕФТЬ,Общества с ограниченной ответственностью,4.0,1,1,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",23.0,Бурятия (Республика),Малые предприятия
752,1,3,БЕБИМОД,Акционерные общества,6.0,0,1,Торговля оптовая прочими бытовыми товарами,12.475,Москва,Малые предприятия
753,0,3,ЮНИССТРОЙ-УРАЛ,Акционерные общества,33.0,0,0,Деятельность автомобильного грузового транспорта и услуги по перевозкам,9.5,Омская область,Малые предприятия
754,0,3,МЕРИДИАН,Акционерные общества,23.0,0,0,Строительство жилых и нежилых зданий,7.8958,Рязанская область,Малые предприятия
755,1,2,РВ-ТАРИФ,Общества с ограниченной ответственностью,48.0,1,2,"Деятельность вспомогательная прочая, связанная с перевозками",65.0,Свердловская область,Малые предприятия
756,1,2,УРАЛЛАБ,Акционерные общества,0.67,1,1,"Торговля оптовая изделиями, применяемыми в медицинских целях",14.5,Омская область,Малые предприятия
757,0,3,СЕВЕРОУРАЛЬСКИЙ ЗАВОД ЖБК,Акционерные общества,28.0,0,0,Производство изделий из бетона для использования в строительстве,7.7958,Тюменская область,Малые предприятия
758,0,2,ТЕРМОПЛАСТ,Акционерные общества,18.0,0,0,Торговля оптовая неспециализированная,11.5,Тюменская область,Малые предприятия
759,0,3,ЛАЗУРЬ,Акционерные общества,34.0,0,0,Прочие виды полиграфической деятельности,8.05,Омская область,Малые предприятия
760,1,1,ТД КРИСТАЛЛ,Общества с ограниченной ответственностью,33.0,0,0,"Торговля оптовая молочными продуктами, яйцами и пищевыми маслами и жирами",86.5,Московская область,Малые предприятия
761,0,3,РУСМАН,Акционерные общества,,0,0,Торговля автотранспортными средствами,14.5,Ярославская область,Малые предприятия
762,0,3,РЛ,Акционерные общества,41.0,0,0,Обработка отходов и лома драгоценных металлов,7.125,Москва,Малые предприятия
763,1,3,ГРАНД,Акционерные общества,20.0,0,0,Торговля оптовая отходами и ломом,7.2292,Санкт-Петербург,Средние предприятия
764,1,1,ГАЙД СИСТЕМС,Общества с ограниченной ответственностью,36.0,1,2,"Торговля оптовая спортивными товарами, включая велосипеды",120.0,Нижегородская область,Малые предприятия
765,0,3,ПАРИНТЕХ,Акционерные общества,16.0,0,0,Лесозаготовки,7.775,Москва,Малые предприятия
766,1,1,УРАЛСТРОЙГРАНИТ,Общества с ограниченной ответственностью,51.0,1,0,"Резка, обработка и отделка камня",77.9583,Омская область,Малые предприятия
767,0,1,СИМА-ЛЕНД,Акционерные общества,,0,0,Торговля оптовая бытовой мебелью,39.6,Тюменская область,Средние предприятия
768,0,3,ВЕЛЕС,Общества с ограниченной ответственностью,30.5,0,0,Торговля оптовая мясом и мясными продуктами,7.75,Новосибирская область,Крупные предприятия
769,0,3,УРАЛПРОМГРУПП,Акционерные общества,,1,0,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",24.15,Тюменская область,Крупные предприятия
770,0,3,ПЕРСПЕКТИВА АВТО,Акционерные общества,32.0,0,0,"Деятельность вспомогательная прочая, связанная с перевозками",8.3625,Новосибирская область,Малые предприятия
771,0,3,ИСЕТСКИЙ ГРАНИТ,Акционерные общества,24.0,0,0,"Резка, обработка и отделка камня",9.5,Курганская область,Малые предприятия
772,0,3,МЕБЕЛЬНЫЙ ФОРМАТ,Акционерные общества,48.0,0,0,Производство прочей мебели,7.8542,Московская область,Малые предприятия
773,0,2,ИНТЕР СНАБ,Общества с ограниченной ответственностью,57.0,0,0,Производство деревянной тары,10.5,Омская область,Малые предприятия
774,0,3,СК СТРОЙ,Акционерные общества,,0,0,"Работы строительные специализированные прочие, не включенные в другие группировки",7.225,Ярославская область,Средние предприятия
775,1,2,ТЕХКОМС,Общества с ограниченной ответственностью,54.0,1,3,Строительство жилых и нежилых зданий,23.0,Кемеровская область,Малые предприятия
776,0,3,КАШАЛОТ,Акционерные общества,18.0,0,0,"Деятельность вспомогательная прочая, связанная с перевозками",7.75,Новосибирская область,Малые предприятия
777,0,3,СК АЛЬЯНС,Акционерные общества,,0,0,"Деятельность в области архитектуры, связанная с созданием архитектурного объекта",7.75,Свердловская область,Крупные предприятия
778,1,3,УДС,Общества с ограниченной ответственностью,5.0,0,0,Консультирование по вопросам коммерческой деятельности и управления,12.475,Свердловская область,Малые предприятия
779,0,3,ГЕКТОР,Акционерные общества,,0,0,Деятельность автомобильного грузового транспорта,7.7375,Ярославская область,Крупные предприятия
780,1,1,ЭЛИТСТАЛЬ,Общества с ограниченной ответственностью,43.0,0,1,Обработка отходов и лома драгоценных металлов,211.3375,Омская область,Малые предприятия
781,1,3,ЭВЕРТОН ДРИНКС,Общества с ограниченной ответственностью,13.0,0,0,"Торговля оптовая соками, минеральной водой и прочими безалкогольными напитками",7.2292,Омская область,Средние предприятия
782,1,1,УК ЖКХ СЕРОВ,Общества с ограниченной ответственностью,17.0,1,0,Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе,57.0,Тюменская область,Малые предприятия
783,0,1,ЛЕСНОЙ УРАЛ ЛОБВА,Акционерные общества,29.0,0,0,Лесоводство и прочая лесохозяйственная деятельность,30.0,Челябинская область,Малые предприятия
784,0,3,РЭК,Акционерные общества,,1,2,Управление недвижимым имуществом за вознаграждение или на договорной основе,23.45,Ярославская область,Малые предприятия
785,0,3,ДЕВАЙС,Акционерные общества,25.0,0,0,"Деятельность вспомогательная прочая, связанная с перевозками",7.05,Москва,Малые предприятия
786,0,3,МОЛОЧНАЯ БЛАГОДАТЬ,Акционерные общества,25.0,0,0,Производство молока (кроме сырого) и молочной продукции,7.25,Краснодарский край,Малые предприятия
787,1,3,КУШВИНСКИЙ КЕРАМЗИТОВЫЙ ЗАВОД,Общества с ограниченной ответственностью,18.0,0,0,Производство минеральных тепло- и звукоизоляционных материалов и изделий,7.4958,Новосибирская область,Малые предприятия
788,0,3,АСФАЛЬТ-СЕРВИС,Акционерные общества,8.0,4,1,"Производство прочей неметаллической минеральной продукции, не включенной в другие группировки",29.125,Новосибирская область,Крупные предприятия
789,1,3,ТУРА-ЛЕС,Акционерные общества,1.0,1,2,Лесозаготовки,20.575,Омская область,Малые предприятия
790,0,1,КУРАТЬЕ,Акционерные общества,46.0,0,0,Разведение сельскохозяйственной птицы,79.2,Ярославская область,Средние предприятия
791,0,3,НЭМЗ,Акционерные общества,,0,0,Обработка металлов и нанесение покрытий на металлы,7.75,Алтайский край,Крупные предприятия
792,0,2,НТЗ,Акционерные общества,16.0,0,0,"Производство пластмассовых плит, полос, труб и профилей",26.0,Омская область,Малые предприятия
793,0,3,ТЕХНОЛОГИЯ БУРЕНИЯ,Общества с ограниченной ответственностью,,8,2,"Производство стальных труб, полых профилей и фитингов",69.55,Курганская область,Малые предприятия
794,0,1,ОЛИМП,Акционерные общества,,0,0,Строительство жилых и нежилых зданий,30.6958,Тюменская область,Средние предприятия
795,0,3,УРАЛ НПО СЕРВИС,Акционерные общества,25.0,0,0,Производство машин и оборудования общего назначения,7.8958,Московская область,Малые предприятия
796,0,2,ПК СТИЛОБИТ,Акционерные общества,39.0,0,0,"Производство прочих химических продуктов, не включенных в другие группировки",13.0,Нижегородская область,Малые предприятия
797,1,1,НЕКРАСОВО-1,Общества с ограниченной ответственностью,49.0,0,0,"Разведение молочного крупного рогатого скота, производство сырого молока",25.9292,Омская область,Малые предприятия
798,1,3,ЭКОТЕХПРОМ,Общества с ограниченной ответственностью,31.0,0,0,Сбор отходов,8.6833,Тюменская область,Малые предприятия
799,0,3,ПХК,Акционерные общества,30.0,0,0,"Производство хлеба и мучных кондитерских изделий, тортов и пирожных недлительного хранения",7.2292,Москва,Средние предприятия
800,0,3,ПСК,Общества с ограниченной ответственностью,30.0,1,1,Работы по сборке и монтажу сборных конструкций,24.15,Московская область,Малые предприятия
801,0,2,ЗНПО УНИКОМ,Акционерные общества,34.0,0,0,"Производство прочих машин и оборудования специального назначения, не включенных в другие группировки",13.0,Алтайский край,Малые предприятия
802,1,2,УНИКОМ,Общества с ограниченной ответственностью,31.0,1,1,Производство кузовов для автотранспортных средств; производство прицепов и полуприцепов,26.25,Тверская область,Малые предприятия
803,1,1,ОСНОВА,Акционерные общества,11.0,1,2,"Производство строительных металлических конструкций, изделий и их частей",120.0,Тюменская область,Малые предприятия
804,1,3,ТОЧКА ОПОРЫ,Акционерные общества,0.42,0,1,"Производство строительных металлических конструкций, изделий и их частей",8.5167,Тюменская область,Средние предприятия
805,1,3,АДР-ТРАНС,Акционерные общества,27.0,0,0,Деятельность автомобильного грузового транспорта и услуги по перевозкам,6.975,Новосибирская область,Малые предприятия
806,0,3,СТРОИТЕЛЬНЫЙ ДОМ,Акционерные общества,31.0,0,0,Производство товарного бетона,7.775,Новосибирская область,Малые предприятия
807,0,1,СВЯЗЬСТРОЙСЕРВИС,Акционерные общества,39.0,0,0,Строительство междугородних линий электропередачи и связи,0.0,Омская область,Малые предприятия
808,0,3,АДС-ЭЛЕКТРО,Общества с ограниченной ответственностью,18.0,0,0,Производство электромонтажных работ,7.775,Челябинская область,Малые предприятия
809,0,2,ТРАНСЛАЙНЕК,Акционерные общества,39.0,0,0,Деятельность автомобильного грузового транспорта и услуги по перевозкам,13.0,Нижегородская область,Малые предприятия
810,1,1,СПЕЦСТРОЙУРАЛ,Общества с ограниченной ответственностью,33.0,1,0,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",53.1,,Малые предприятия
811,0,3,ЗЕМЛЕРОЙНЫЕ МАШИНЫ,Акционерные общества,26.0,0,0,"Торговля розничная прочими автотранспортными средствами, кроме пассажирских, в специализированных магазинах",7.8875,Новосибирская область,Малые предприятия
812,0,3,ТД ЕВРАЗИЯ,Акционерные общества,39.0,0,0,"Торговля оптовая пищевыми продуктами, напитками и табачными изделиями",24.15,Свердловская область,Малые предприятия
813,0,2,РЕМАН-СЕРВИС,Акционерные общества,35.0,0,0,"Производство прочих машин и оборудования общего назначения, не включенного в другие группировки",10.5,Московская область,Малые предприятия
814,0,3,СЛАДА,Общества с ограниченной ответственностью,6.0,4,2,"Производство хлеба и мучных кондитерских изделий, тортов и пирожных недлительного хранения",31.275,Свердловская область,Малые предприятия
815,0,3,ДС-УРАЛ,Акционерные общества,30.5,0,0,Торговля оптовая фармацевтической продукцией,8.05,Московская область,Малые предприятия
816,0,1,ПАРТНЕР,Акционерные общества,,0,0,Торговля оптовая неспециализированная,0.0,Новосибирская область,Малые предприятия
817,0,3,ТРЕЙД-ГРУПП,Общества с ограниченной ответственностью,23.0,0,0,Торговля автотранспортными средствами,7.925,Новосибирская область,Малые предприятия
818,0,2,АГРОСНАБЖЕНИЕ,Акционерные общества,31.0,1,1,"Торговля оптовая машинами, оборудованием и инструментами для сельского хозяйства",37.0042,,Средние предприятия
819,0,3,ЭНЕРГО-РС,Акционерные общества,43.0,0,0,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",6.45,Новосибирская область,Малые предприятия
820,0,3,СПК АЛЬФАТЭК,Акционерные общества,10.0,3,2,"Производство строительных металлических конструкций, изделий и их частей",27.9,Краснодарский край,Малые предприятия
821,1,1,ПКФ СТРОЙИНВЕСТ,Общества с ограниченной ответственностью,52.0,1,1,Строительство жилых и нежилых зданий,93.5,Новосибирская область,Малые предприятия
822,1,3,УРАЛ-ЛОГИСТИК,Акционерные общества,27.0,0,0,Деятельность по складированию и хранению,8.6625,Алтайский край,Малые предприятия
823,0,1,ЦСР ГРУПП,Акционерные общества,38.0,0,0,Деятельность автомобильного грузового транспорта,0.0,Новосибирская область,Малые предприятия
824,1,3,ЛАЙМ-МЕБЕЛЬ,Общества с ограниченной ответственностью,27.0,0,1,"Торговля оптовая мебелью, коврами и осветительным оборудованием",12.475,,Малые предприятия
825,0,3,С.Т. ТЕХНОЛОДЖИ-УРАЛ,Акционерные общества,2.0,4,1,Торговля оптовая станками,39.6875,Тюменская область,Малые предприятия
826,0,3,СВАРКА 66,Акционерные общества,,0,0,Торговля оптовая неспециализированная,6.95,Алтайский край,Крупные предприятия
827,0,3,РЭС,Акционерные общества,,0,0,"Производство электроэнергии тепловыми электростанциями, в том числе деятельность по обеспечению работоспособности электростанций",56.4958,,Малые предприятия
828,1,2,ИНЖЕНЕРНО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ФЕНИКС,Акционерные общества,1.0,0,2,"Производство санитарно-технических работ, монтаж отопительных систем и систем кондиционирования воздуха",37.0042,Омская область,Средние предприятия
829,1,3,В-КОМПЛЕКТ,Акционерные общества,,0,0,Строительство жилых и нежилых зданий,7.75,Кемеровская область,Крупные предприятия
830,1,1,ТЕХБЕТОН,Общества с ограниченной ответственностью,62.0,0,0,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",80.0,Свердловская область,
831,1,3,ТТ-ТУЛС,Общества с ограниченной ответственностью,15.0,1,0,Торговля оптовая ручными инструментами,14.4542,Свердловская область,Средние предприятия
832,1,2,ИННДА ГРУПП,Акционерные общества,0.83,1,1,"Торговля оптовая прочими пищевыми продуктами, включая рыбу, ракообразных и моллюсков",18.75,Алтайский край,Малые предприятия
833,0,3,УРАЛХИМПРОДУКТ,Акционерные общества,,0,0,Торговля оптовая лакокрасочными материалами,7.2292,,Средние предприятия
834,0,3,КВАНТОР-СТРОЙ,Акционерные общества,23.0,0,0,Производство кровельных работ,7.8542,Новосибирская область,Малые предприятия
835,0,3,СТРОЙТЕХНО-УРАЛ,Акционерные общества,18.0,0,0,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",8.3,Курганская область,Малые предприятия
836,1,1,ИЗВЕСТЬ СЫСЕРТИ,Общества с ограниченной ответственностью,39.0,1,1,"Производство негашеной, гашеной и гидравлической извести",83.1583,Московская область,Средние предприятия
837,0,3,ТЕХАС-ГЕРМЕС,Акционерные общества,21.0,0,0,Торговля розничная бензином и дизельным топливом в специализированных магазинах,8.6625,Московская область,Малые предприятия
838,0,3,МСП,Акционерные общества,,0,0,"Производство строительных металлических конструкций, изделий и их частей",8.05,Свердловская область,Малые предприятия
839,1,3,КВАРТАЛ,Акционерные общества,32.0,0,0,"Торговля оптовая зерном, необработанным табаком, семенами и кормами для сельскохозяйственных животных",56.4958,,Малые предприятия
840,1,1,УРАЛТРАНСХОЛДИНГ,Акционерные общества,,0,0,"Деятельность вспомогательная прочая, связанная с перевозками",29.7,Нижегородская область,Средние предприятия
841,0,3,ВОСТОКМЕТКОМ,Акционерные общества,20.0,0,0,Торговля оптовая металлами и металлическими рудами,7.925,,Малые предприятия
842,0,2,МЕТАЛЛСТРОЙКОНСТРУКЦИЯ,Акционерные общества,16.0,0,0,Торговля оптовая неспециализированная,10.5,Новосибирская область,Малые предприятия
843,1,1,РМС,Общества с ограниченной ответственностью,30.0,0,0,Торговля оптовая фармацевтической продукцией,31.0,Алтайский край,Средние предприятия
844,0,3,УРАЛВТОРМЕТ,Акционерные общества,34.5,0,0,Торговля оптовая отходами и ломом,6.4375,Ярославская область,Средние предприятия
845,0,3,ЦЭН,Акционерные общества,17.0,0,0,Ремонт машин и оборудования,8.6625,Ивановская область,Малые предприятия
846,0,3,ЭНЕРГОКОНСТРУКЦИЯ,Акционерные общества,42.0,0,0,Торговля оптовая металлами в первичных формах,7.55,,Малые предприятия
847,0,3,АЗИМУТ,Акционерные общества,,8,2,Деятельность автомобильного грузового транспорта,69.55,Новосибирская область,Малые предприятия
848,0,3,УЗПК,Акционерные общества,35.0,0,0,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",7.8958,Ивановская область,Средние предприятия
849,0,2,ЭКСПРЕСС-ЛОГИСТИК,Акционерные общества,28.0,0,1,Деятельность автомобильного грузового транспорта,33.0,Новосибирская область,Малые предприятия
850,1,1,УРАЛАВТОМАТИКА ИНЖИНИРИНГ,Общества с ограниченной ответственностью,,1,0,"Производство инструментов и приборов для измерения, тестирования и навигации",89.1042,Псковская область,Средние предприятия
851,0,3,НСТ,Акционерные общества,4.0,4,2,Производство электромонтажных работ,31.275,Санкт-Петербург,Малые предприятия
852,0,3,ВЕЛДПРОМ,Акционерные общества,74.0,0,0,Торговля оптовая станками,7.775,Нижегородская область,Малые предприятия
853,0,3,ЛМЗ-СЫСЕРТЬ,Общества с ограниченной ответственностью,9.0,1,1,Литье чугуна,15.2458,Новосибирская область,Средние предприятия
854,1,1,БАТИК,Общества с ограниченной ответственностью,16.0,0,1,Производство прочей верхней одежды,39.4,Челябинская область,Малые предприятия
855,0,2,КОМПАНИЯ АЛЬЯНС,Общества с ограниченной ответственностью,44.0,1,0,"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",26.0,Новосибирская область,Малые предприятия
856,1,3,МУН-ГРУПП,Общества с ограниченной ответственностью,18.0,0,1,Деятельность автомобильного грузового транспорта и услуги по перевозкам,9.35,Тюменская область,Малые предприятия
857,1,1,МАШУРАЛТРАНС,Общества с ограниченной ответственностью,45.0,1,1,Деятельность автомобильного грузового транспорта,164.8667,Тюменская область,Малые предприятия
858,1,1,ТРАНСЦЕМЕНТ,Акционерные общества,51.0,0,0,Деятельность автомобильного грузового транспорта,26.55,Московская область,Малые предприятия
859,1,3,ОАЕ,Общества с ограниченной ответственностью,24.0,0,3,Торговля оптовая неспециализированная,19.2583,Свердловская область,Средние предприятия
860,0,3,ДОРОГИ УРАЛА,Акционерные общества,,0,0,Строительство автомобильных дорог и автомагистралей,7.2292,Москва,Средние предприятия
861,0,3,БИЗНЕСПРОЕКТ,Акционерные общества,41.0,2,0,Деятельность автомобильного грузового транспорта,14.1083,Санкт-Петербург,Малые предприятия
862,0,2,ДЕЛЬТА ФИШ,Акционерные общества,21.0,1,0,"Торговля оптовая прочими пищевыми продуктами, включая рыбу, ракообразных и моллюсков",11.5,Нижегородская область,Малые предприятия
863,1,1,ТЕХНОПРОЕКТ,Общества с ограниченной ответственностью,48.0,0,0,"Производство строительных металлических конструкций, изделий и их частей",25.9292,Челябинская область,Малые предприятия
864,0,3,БЭСТ КЕРАМИКС,Общества с ограниченной ответственностью,,8,2,Торговля оптовая изделиями из керамики и стекла,69.55,Омская область,Малые предприятия
865,0,2,АЗУР,Акционерные общества,24.0,0,0,Строительство жилых и нежилых зданий,13.0,Челябинская область,Малые предприятия
